DATE;Season;VISITOR;V.PTS;HOME;H.PTS;OT;
2/26/2016;2016;Chicago Bulls;88;Atlanta Hawks;103;;
2/26/2016;2016;Denver Nuggets;116;Dallas Mavericks;122;OT;
2/26/2016;2016;Charlotte Hornets;96;Indiana Pacers;95;;
2/26/2016;2016;Memphis Grizzlies;112;Los Angeles Lakers;95;;
2/26/2016;2016;Orlando Magic;95;New York Knicks;108;;
2/26/2016;2016;Washington Wizards;103;Philadelphia 76ers;94;;
2/26/2016;2016;Los Angeles Clippers;117;Sacramento Kings;107;;
2/26/2016;2016;Cleveland Cavaliers;97;Toronto Raptors;99;;
2/27/2016;2016;Miami Heat;89;Boston Celtics;101;;
2/27/2016;2016;Portland Trail Blazers;103;Chicago Bulls;95;;
2/27/2016;2016;San Antonio Spurs;104;Houston Rockets;94;;
2/27/2016;2016;Detroit Pistons;102;Milwaukee Bucks;91;;
2/27/2016;2016;Minnesota Timberwolves;112;New Orleans Pelicans;110;;
2/27/2016;2016;Golden State Warriors;121;Oklahoma City Thunder;118;OT;
2/27/2016;2016;Memphis Grizzlies;106;Phoenix Suns;111;;
2/27/2016;2016;Brooklyn Nets;98;Utah Jazz;96;;
2/28/2016;2016;Charlotte Hornets;76;Atlanta Hawks;87;;
2/28/2016;2016;Minnesota Timberwolves;101;Dallas Mavericks;128;;
2/28/2016;2016;Toronto Raptors;101;Detroit Pistons;114;;
2/28/2016;2016;Portland Trail Blazers;111;Indiana Pacers;102;;
2/28/2016;2016;Miami Heat;98;New York Knicks;81;;
2/28/2016;2016;Philadelphia 76ers;116;Orlando Magic;130;;
2/28/2016;2016;Cleveland Cavaliers;99;Washington Wizards;113;;
2/29/2016;2016;Utah Jazz;95;Boston Celtics;100;;
2/29/2016;2016;Indiana Pacers;96;Cleveland Cavaliers;100;;
2/29/2016;2016;Memphis Grizzlies;103;Denver Nuggets;96;;
2/29/2016;2016;Brooklyn Nets;95;Los Angeles Clippers;105;;
2/29/2016;2016;Houston Rockets;121;Milwaukee Bucks;128;;
2/29/2016;2016;Oklahoma City Thunder;131;Sacramento Kings;116;;
2/29/2016;2016;Philadelphia 76ers;108;Washington Wizards;116;;
3/1/2016;2016;Phoenix Suns;92;Charlotte Hornets;126;;
3/1/2016;2016;Orlando Magic;108;Dallas Mavericks;121;;
3/1/2016;2016;Atlanta Hawks;105;Golden State Warriors;109;OT;
3/1/2016;2016;Brooklyn Nets;101;Los Angeles Lakers;107;;
3/1/2016;2016;Chicago Bulls;111;Miami Heat;129;;
3/1/2016;2016;Portland Trail Blazers;104;New York Knicks;85;;
3/2/2016;2016;Portland Trail Blazers;93;Boston Celtics;116;;
3/2/2016;2016;Los Angeles Lakers;107;Denver Nuggets;117;;
3/2/2016;2016;New Orleans Pelicans;95;Houston Rockets;100;;
3/2/2016;2016;Oklahoma City Thunder;98;Los Angeles Clippers;103;;
3/2/2016;2016;Sacramento Kings;98;Memphis Grizzlies;104;;
3/2/2016;2016;Indiana Pacers;104;Milwaukee Bucks;99;;
3/2/2016;2016;Washington Wizards;104;Minnesota Timberwolves;98;;
3/2/2016;2016;Chicago Bulls;89;Orlando Magic;102;;
3/2/2016;2016;Charlotte Hornets;119;Philadelphia 76ers;99;;
3/2/2016;2016;Detroit Pistons;81;San Antonio Spurs;97;;
3/2/2016;2016;Utah Jazz;94;Toronto Raptors;104;;
3/3/2016;2016;Sacramento Kings;104;Dallas Mavericks;101;;
3/3/2016;2016;Oklahoma City Thunder;106;Golden State Warriors;121;;
3/3/2016;2016;Phoenix Suns;92;Miami Heat;108;;
3/3/2016;2016;San Antonio Spurs;94;New Orleans Pelicans;86;;
3/4/2016;2016;New York Knicks;104;Boston Celtics;105;;
3/4/2016;2016;Indiana Pacers;101;Charlotte Hornets;108;;
3/4/2016;2016;Washington Wizards;83;Cleveland Cavaliers;108;;
3/4/2016;2016;Brooklyn Nets;121;Denver Nuggets;120;OT;
3/4/2016;2016;Atlanta Hawks;106;Los Angeles Lakers;77;;
3/4/2016;2016;Utah Jazz;88;Memphis Grizzlies;94;;
3/4/2016;2016;Minnesota Timberwolves;101;Milwaukee Bucks;116;;
3/4/2016;2016;Phoenix Suns;102;Orlando Magic;84;;
3/4/2016;2016;Miami Heat;112;Philadelphia 76ers;102;;
3/4/2016;2016;Portland Trail Blazers;115;Toronto Raptors;117;;
3/5/2016;2016;Houston Rockets;100;Chicago Bulls;108;;
3/5/2016;2016;Boston Celtics;103;Cleveland Cavaliers;120;;
3/5/2016;2016;Atlanta Hawks;107;Los Angeles Clippers;97;;
3/5/2016;2016;Brooklyn Nets;118;Minnesota Timberwolves;132;;
3/5/2016;2016;Utah Jazz;106;New Orleans Pelicans;94;;
3/5/2016;2016;Detroit Pistons;89;New York Knicks;102;;
3/5/2016;2016;Sacramento Kings;94;San Antonio Spurs;104;;
3/5/2016;2016;Indiana Pacers;100;Washington Wizards;99;;
3/6/2016;2016;Dallas Mavericks;114;Denver Nuggets;116;OT;
3/6/2016;2016;Portland Trail Blazers;103;Detroit Pistons;123;;
3/6/2016;2016;Golden State Warriors;95;Los Angeles Lakers;112;;
3/6/2016;2016;Phoenix Suns;109;Memphis Grizzlies;100;;
3/6/2016;2016;Philadelphia 76ers;98;Miami Heat;103;;
3/6/2016;2016;Oklahoma City Thunder;104;Milwaukee Bucks;96;;
3/6/2016;2016;Houston Rockets;113;Toronto Raptors;107;;
3/7/2016;2016;Milwaukee Bucks;90;Chicago Bulls;100;;
3/7/2016;2016;Minnesota Timberwolves;103;Charlotte Hornets;108;;
3/7/2016;2016;Memphis Grizzlies;106;Cleveland Cavaliers;103;;
3/7/2016;2016;Los Angeles Clippers;109;Dallas Mavericks;90;;
3/7/2016;2016;Orlando Magic;113;Golden State Warriors;119;;
3/7/2016;2016;San Antonio Spurs;91;Indiana Pacers;99;;
3/7/2016;2016;Sacramento Kings;112;New Orleans Pelicans;115;;
3/8/2016;2016;New York Knicks;94;Denver Nuggets;110;;
3/8/2016;2016;Orlando Magic;98;Los Angeles Lakers;107;;
3/8/2016;2016;San Antonio Spurs;116;Minnesota Timberwolves;91;;
3/8/2016;2016;Washington Wizards;109;Portland Trail Blazers;116;OT;
3/8/2016;2016;Brooklyn Nets;99;Toronto Raptors;104;;
3/8/2016;2016;Atlanta Hawks;91;Utah Jazz;84;;
3/9/2016;2016;Memphis Grizzlies;96;Boston Celtics;116;;
3/9/2016;2016;New Orleans Pelicans;113;Charlotte Hornets;122;;
3/9/2016;2016;Detroit Pistons;102;Dallas Mavericks;96;;
3/9/2016;2016;Utah Jazz;94;Golden State Warriors;115;;
3/9/2016;2016;Miami Heat;108;Milwaukee Bucks;114;;
3/9/2016;2016;Los Angeles Clippers;108;Oklahoma City Thunder;120;;
3/9/2016;2016;Houston Rockets;118;Philadelphia 76ers;104;;
3/9/2016;2016;New York Knicks;128;Phoenix Suns;97;;
3/9/2016;2016;Cleveland Cavaliers;120;Sacramento Kings;111;;
3/10/2016;2016;Phoenix Suns;98;Denver Nuggets;116;;
3/10/2016;2016;Cleveland Cavaliers;120;Los Angeles Lakers;108;;
3/10/2016;2016;Chicago Bulls;101;San Antonio Spurs;109;;
3/10/2016;2016;Atlanta Hawks;96;Toronto Raptors;104;;
3/11/2016;2016;Houston Rockets;102;Boston Celtics;98;;
3/11/2016;2016;Miami Heat;118;Chicago Bulls;96;;
3/11/2016;2016;Detroit Pistons;103;Charlotte Hornets;118;;
3/11/2016;2016;Portland Trail Blazers;112;Golden State Warriors;128;;
3/11/2016;2016;New York Knicks;94;Los Angeles Clippers;101;;
3/11/2016;2016;New Orleans Pelicans;114;Memphis Grizzlies;121;OT;
3/11/2016;2016;Minnesota Timberwolves;99;Oklahoma City Thunder;96;;
3/11/2016;2016;Brooklyn Nets;89;Philadelphia 76ers;95;;
3/11/2016;2016;Orlando Magic;107;Sacramento Kings;100;;
3/11/2016;2016;Washington Wizards;93;Utah Jazz;114;;
3/12/2016;2016;Memphis Grizzlies;83;Atlanta Hawks;95;;
3/12/2016;2016;Houston Rockets;109;Charlotte Hornets;125;;
3/12/2016;2016;Indiana Pacers;112;Dallas Mavericks;105;;
3/12/2016;2016;Washington Wizards;100;Denver Nuggets;116;;
3/12/2016;2016;Phoenix Suns;116;Golden State Warriors;123;;
3/12/2016;2016;New Orleans Pelicans;92;Milwaukee Bucks;103;;
3/12/2016;2016;Detroit Pistons;125;Philadelphia 76ers;111;;
3/12/2016;2016;Orlando Magic;84;Portland Trail Blazers;121;;
3/12/2016;2016;Oklahoma City Thunder;85;San Antonio Spurs;93;;
3/12/2016;2016;Miami Heat;104;Toronto Raptors;112;OT;
3/13/2016;2016;Indiana Pacers;75;Atlanta Hawks;104;;
3/13/2016;2016;Milwaukee Bucks;109;Brooklyn Nets;100;;
3/13/2016;2016;Cleveland Cavaliers;114;Los Angeles Clippers;90;;
3/13/2016;2016;New York Knicks;90;Los Angeles Lakers;87;;
3/13/2016;2016;Utah Jazz;108;Sacramento Kings;99;;
3/14/2016;2016;Dallas Mavericks;107;Charlotte Hornets;96;;
3/14/2016;2016;New Orleans Pelicans;107;Golden State Warriors;125;;
3/14/2016;2016;Memphis Grizzlies;81;Houston Rockets;130;;
3/14/2016;2016;Denver Nuggets;119;Miami Heat;124;;
3/14/2016;2016;Portland Trail Blazers;94;Oklahoma City Thunder;128;;
3/14/2016;2016;Minnesota Timberwolves;104;Phoenix Suns;107;;
3/14/2016;2016;Chicago Bulls;109;Toronto Raptors;107;;
3/14/2016;2016;Cleveland Cavaliers;85;Utah Jazz;94;;
3/14/2016;2016;Detroit Pistons;81;Washington Wizards;124;;
3/15/2016;2016;Philadelphia 76ers;114;Brooklyn Nets;131;;
3/15/2016;2016;Boston Celtics;98;Indiana Pacers;103;;
3/15/2016;2016;Sacramento Kings;106;Los Angeles Lakers;98;;
3/15/2016;2016;Toronto Raptors;107;Milwaukee Bucks;89;;
3/15/2016;2016;Denver Nuggets;110;Orlando Magic;116;;
3/15/2016;2016;Los Angeles Clippers;87;San Antonio Spurs;108;;
3/16/2016;2016;Oklahoma City Thunder;130;Boston Celtics;109;;
3/16/2016;2016;Orlando Magic;99;Charlotte Hornets;107;;
3/16/2016;2016;Dallas Mavericks;98;Cleveland Cavaliers;99;;
3/16/2016;2016;Atlanta Hawks;118;Detroit Pistons;114;;
3/16/2016;2016;New York Knicks;85;Golden State Warriors;121;;
3/16/2016;2016;Los Angeles Clippers;122;Houston Rockets;106;;
3/16/2016;2016;Minnesota Timberwolves;114;Memphis Grizzlies;108;;
3/16/2016;2016;New Orleans Pelicans;123;Sacramento Kings;108;;
3/16/2016;2016;Chicago Bulls;96;Washington Wizards;117;;
3/17/2016;2016;Denver Nuggets;98;Atlanta Hawks;116;;
3/17/2016;2016;Brooklyn Nets;102;Chicago Bulls;118;;
3/17/2016;2016;Toronto Raptors;101;Indiana Pacers;94;OT;
3/17/2016;2016;Charlotte Hornets;109;Miami Heat;106;;
3/17/2016;2016;Memphis Grizzlies;86;Milwaukee Bucks;96;;
3/17/2016;2016;Washington Wizards;99;Philadelphia 76ers;94;;
3/17/2016;2016;Portland Trail Blazers;110;San Antonio Spurs;118;;
3/17/2016;2016;Phoenix Suns;69;Utah Jazz;103;;
3/18/2016;2016;Golden State Warriors;130;Dallas Mavericks;112;;
3/18/2016;2016;Sacramento Kings;108;Detroit Pistons;115;;
3/18/2016;2016;Minnesota Timberwolves;111;Houston Rockets;116;;
3/18/2016;2016;Phoenix Suns;95;Los Angeles Lakers;90;;
3/18/2016;2016;Portland Trail Blazers;117;New Orleans Pelicans;112;;
3/18/2016;2016;Cleveland Cavaliers;109;Orlando Magic;103;;
3/18/2016;2016;Oklahoma City Thunder;111;Philadelphia 76ers;97;;
3/18/2016;2016;Boston Celtics;91;Toronto Raptors;105;;
3/19/2016;2016;Houston Rockets;97;Atlanta Hawks;109;;
3/19/2016;2016;Utah Jazz;85;Chicago Bulls;92;;
3/19/2016;2016;Denver Nuggets;101;Charlotte Hornets;93;;
3/19/2016;2016;Brooklyn Nets;103;Detroit Pistons;115;;
3/19/2016;2016;Oklahoma City Thunder;115;Indiana Pacers;111;;
3/19/2016;2016;Los Angeles Clippers;102;Memphis Grizzlies;113;;
3/19/2016;2016;Cleveland Cavaliers;101;Miami Heat;122;;
3/19/2016;2016;Golden State Warriors;79;San Antonio Spurs;87;;
3/19/2016;2016;New York Knicks;89;Washington Wizards;99;;
3/20/2016;2016;Portland Trail Blazers;120;Dallas Mavericks;132;OT;
3/20/2016;2016;Utah Jazz;94;Milwaukee Bucks;85;;
3/20/2016;2016;Los Angeles Clippers;105;New Orleans Pelicans;109;;
3/20/2016;2016;Sacramento Kings;88;New York Knicks;80;;
3/20/2016;2016;Boston Celtics;120;Philadelphia 76ers;105;;
3/20/2016;2016;Orlando Magic;100;Toronto Raptors;105;;
3/21/2016;2016;Washington Wizards;117;Atlanta Hawks;102;;
3/21/2016;2016;Orlando Magic;96;Boston Celtics;107;;
3/21/2016;2016;Sacramento Kings;102;Chicago Bulls;109;;
3/21/2016;2016;San Antonio Spurs;88;Charlotte Hornets;91;;
3/21/2016;2016;Denver Nuggets;91;Cleveland Cavaliers;124;;
3/21/2016;2016;Milwaukee Bucks;91;Detroit Pistons;92;;
3/21/2016;2016;Philadelphia 76ers;75;Indiana Pacers;91;;
3/21/2016;2016;Golden State Warriors;109;Minnesota Timberwolves;104;;
3/21/2016;2016;Memphis Grizzlies;103;Phoenix Suns;97;;
3/22/2016;2016;Charlotte Hornets;105;Brooklyn Nets;100;;
3/22/2016;2016;Memphis Grizzlies;100;Los Angeles Lakers;107;;
3/22/2016;2016;Miami Heat;113;New Orleans Pelicans;99;;
3/22/2016;2016;Houston Rockets;107;Oklahoma City Thunder;111;;
3/23/2016;2016;Toronto Raptors;79;Boston Celtics;91;;
3/23/2016;2016;New York Knicks;115;Chicago Bulls;107;;
3/23/2016;2016;Milwaukee Bucks;104;Cleveland Cavaliers;113;;
3/23/2016;2016;Philadelphia 76ers;103;Denver Nuggets;104;;
3/23/2016;2016;Orlando Magic;102;Detroit Pistons;118;;
3/23/2016;2016;Los Angeles Clippers;98;Golden State Warriors;114;;
3/23/2016;2016;Utah Jazz;89;Houston Rockets;87;;
3/23/2016;2016;Sacramento Kings;104;Minnesota Timberwolves;113;;
3/23/2016;2016;Los Angeles Lakers;107;Phoenix Suns;119;;
3/23/2016;2016;Dallas Mavericks;103;Portland Trail Blazers;109;;
